,text_punct
2654,bDJ_JimmyK Although we wonxe2x80x99t be charging you late payment or cash advance fees between 19 March and 17 June 2020 wxe2x80xa6 httpstcof0DpBVEyBc
2655,bmullan_martin Hey there Martin we arent able to arrange call backs unfortunately can you pop over to DM and letxe2x80xa6 httpstcoKmrKKDwjLR
2656,bDJ_JimmyK Hi Jimmy apologies for the delay in getting back to you  were getting a lot of messages at the momentxe2x80xa6 httpstcozOFvKkP65C
2657,bangiestirlo I understand its a really hard time for people at the moment especially when youre self employed Wxe2x80xa6 httpstcobU8oCcnMay
2658,bracork Sorry to hear that can I ask if you can log into your account online Lisa
2659,bGregoBecks Hey Greg really sorry for the late reply Im not aware of any issues with the service have you triedxe2x80xa6 httpstcopioJKmSWd4
2660,bangiestirlo Experian_UK Hi there Im sorry for the long wait were receiving more calls and messages and havingxe2x80xa6 httpstcoULD5yloxsY
2661,bmulvoman Hi there Im sorry for the wait were a busier than usual at the moment Are you still able to log intoxe2x80xa6 httpstcooF8y5pyhZo
2662,bkay_jade9 Hello there I can certainly understand waiting for so long is so frustrating  did you manage to speakxe2x80xa6 httpstcoDngN7VJzuL
2663,bjohngriffiths1 Hello John Im sorry to hear youve had issues trying to connect to us about the transaction didxe2x80xa6 httpstcoTE6J1IvXL0
2664,bRosannaPalmer Hi Rosanna Im really sorry about the wait to speak with us Can you DM the reason for your call anxe2x80xa6 httpstcoiheqbzJjDl
2665,bTariiroAudreyy Hello Drey we are facing very high levels of calls at the moment did you manage to speak to someone at all Ramona
2666,bmichaelcsavage Hi Michael We have fewer colleagues than usual answering the phones right now because of the coroxe2x80xa6 httpstcos2aZpBWwMo
2667,bYork360 Hi there interest rates are unaffected by this and will continue to accrue and be charged This is specifxe2x80xa6 httpstcoq5XQnwuLAk
2668,bshannonsymes Hi Shan We have fewer colleagues than usual answering the phones right now because of the coronavirxe2x80xa6 httpstco4Dx9fVhgfi
2669,brishi_bhopal Hello Rishi sorry for the late reply  We are not able to confirm account specific information herexe2x80xa6 httpstco385sJuOBrD
2670,bKee_Mill Sorry for the delay in my reply Ive responded there now Kev
2671,bChefWayner Hi apologies for the delay getting though wexe2x80x99ve been very busy trying to help as many customers as wexe2x80xa6 httpstcomSp7QRHBke
2672,bStuInAus Hi Stuart Id like to check your options Could you DM your answers to the following questions How didxe2x80xa6 httpstcoYQ8qWAE4ab
2673,bitsonlyandy Won alternative I must need another coffee Im sorry you dont like Contactless Mobile Itll definixe2x80xa6 httpstcoV8OgHF4NXj
2674,bpineappletree50 Hi Wayne I wouldnt want you feeling like that all Weve set up a number of different things toxe2x80xa6 httpstcoXMjMWU2RfX
2675,bitsonlyandy Hi Andrew thanks for getting in touch We dont support those as we have our won alternative Ill txe2x80xa6 httpstcowmfnFdAqzx
2676,bpaulr___ I appreciate your frustration with this Paul Which ever way you contact us at the moment there will likxe2x80xa6 httpstcoEVmREGFVEB
2677,bbikerbabe108sc1 Hi there could you pop over to DM so I can help you further with this We have a larger characterxe2x80xa6 httpstcokGDfS6WKQy
2678,bPritpalGill Did you pay at least the minimum amount from your bill Kristos
2679,bdeGourlay Ixe2x80x99m afraid Ixe2x80x99m unable to facilitate a call back what was it specifically you needed to speak with us about Kristos 22
2680,bdeGourlay Hi Peter Wexe2x80x99re receiving an unprecedented high volume of calls at the moment due to the global pandemixe2x80xa6 httpstcoql1oV9DDTk
2681,bBeanzzzz Hi Ashleigh Im really sorry about the wait to speak with us Can you come through to DM and let me knowxe2x80xa6 httpstcoWKSEjjzOlo
2682,bSatyaChaubey Hey Satya thanks for your message  Whats the reason for needing to chat with the team Feel freexe2x80xa6 httpstcojKDjHO3Arm
2683,bAnWiBu Hi Andrew Im sorry to hear youre losing trust in us Have you managed to get logged in since Kev
2684,bPritpalGill Hey there Im so sorry for the delay in replying and apologies you were cut off I can imagine how stxe2x80xa6 httpstco88MqdcEmci
2685,bMichaelC_Openun Hi Mike did you manage to get this sorted Thanks Nikki
2686,bpaulr___ Hi Paul so sorry youve been waiting so long for a reply Due to the current situation we have less stafxe2x80xa6 httpstcon6zyGHCRKW
2687,basbosdad Hi Abby pop over to DM and tell me whats happening when youve tried to make a payment Thanks Nikki httpstcomPqb4etrYV
2688,bMillieSavs Hi Amelia calling us is the only way to get that unlocked Im afraid and due to the current situationxe2x80xa6 httpstcotE2ZDhfMUY
2689,bFeeBeFIT Hi there so sorry about that Were experiencing high call volumes with limited staff due to Corona Viruxe2x80xa6 httpstcozcIVSFJ55p
2690,bSoneyKuri Hi Soney Im very sorry about this weve been super busy across all channels Can you pop over to DM axe2x80xa6 httpstcoQvRx50sUBe
2691,bTony_Greenwood1 Hey there Tony I am sorry about this our teams have been super busy Can you drop us a DM and lexe2x80xa6 httpstcogzq8wnpB8k
2692,bbrionyemma04 Hi Briony sorry for the delay Were doing our best to get through queries but as you can imagine wexe2x80xa6 httpstco3nPd6fDkN7
2693,bRyanMcEwan2 Hi Ryan theres not stop on interest at the moment but if there are any changes to this we would updaxe2x80xa6 httpstcouvWGMHFiA0
2694,bJaydcain Hi James if youd like to come in to DM so we can look to address your concerns Thanks Nikki
2695,bKaren__Berry No problem Give me a shout if you need anything else Cody
2696,bwiththescho Im really sorry youve been holding As you can imagine the current situation has impacted our servicxe2x80xa6 httpstcoGnt8CEtLAH
2697,bMeyyaOx Hi there if youd like to explain in a DM in more detail It sounds as though these are reissues of an expired card Thanks Nikki
2698,bMustHaveGood So sorry about the effect this is having on you We are the UK team though if youve got any questionxe2x80xa6 httpstcor8qHuVsAZB
2699,bNot sure what your login details are You can easily reset them online Find out how to do that herexe2x80xa6 httpstco3NwsfzfzZP
2700,bKaren__Berry Hey there Karen can you pop over to DM and let me know what youre calling for so we can look to help Brogan
2701,bkatiebeversmua Hi Katie if you DM me your query Ill see if I can advise the quickest way to get the answers you need Thanks Nikki
2702,bMKWellingtonArt Hi Katie if you do need any advice youd need to speak to the US team AskBarclaysUS who are in txe2x80xa6 httpstcosCrqghVKnT
2703,bMarkSharon_DP Hi Mark just wanted to confirm interest on Barclaycard accounts does change in line with base ratesxe2x80xa6 httpstcowiojuHHOk1
2704,bFraudsters are exploiting opportunities caused by coronavirus to scam people Wexe2x80x99ll never email text or call to axe2x80xa6 httpstcoIfgezL3RQ0
2705,bsscanners Youxe2x80x99re very welcome I hope you enjoy the rest of your day and thank you for your time Wexe2x80x99re here 247xe2x80xa6 httpstco07fvLZ3NbO
2706,bToroDeFutbol Hi there Im so sorry youre in this situation Take a look at this link and give the number a callxe2x80xa6 httpstcozyjkXbK3WO
2707,bjonnypfmiller Hi Jon thats not good to hear Feel free to pop over to DM and tell me more about whats happenedxe2x80xa6 httpstco9tmwWiOSnC
2708,bsscanners Hey Steph if you can call Customer Service once its there they can return it to your bank for you Bexe2x80xa6 httpstcozoipNs8LX6
2709,bZahirIbrahim Hi Zahir Im so very sorry this happened Well continue this on DM to see how we can help Thanks Nikki
2710,bBoonDom Hi Dom Ive just replied to your DM Thanks Nikki
2711,bdruid_cat Hi Cat were not able to assist here Im afraid it would mean speaking to our team over the phone for axe2x80xa6 httpstco7akeKXoM9a
2712,bXRPFC If you think you could be impacted by Covid19 call us on 0800 046 8324 to find out how we can help Linesxe2x80xa6 httpstcoY3CflJHTln
2713,bXRPFC Hi there we have a few ways we are supporting customers We wonxe2x80x99t be charging you late payment or cash advaxe2x80xa6 httpstco6Y0sSGCFOw
2714,bJBTEvans Hi Joshua youd need to speak to the other credit card company so they can return that credit balance toxe2x80xa6 httpstco0qahg0R99k
2715,bActressTia Lines are open every day from 9am to 9pm  If youre having any problems generally with managing your mxe2x80xa6 httpstcoa8PcqhIXJt
2716,bActressTia Hi Talitha we wonxe2x80x99t be charging you late payment or cash advance fees between 19 March and 17 June 202xe2x80xa6 httpstcoCfXi5JTANG
2717,bBodyPiercerYzzy Hey there if you pop over to DM we have a higher character count and give you all the informationxe2x80xa6 httpstcoG7ntMzEQuK
2718,bFIPREMIERLEAGUE GOVUK Hi there we do have a team set up to help our customers who are in need of financial assisxe2x80xa6 httpstcoNyTDwUc4hs
2719,bAnnaCottonSmith Hey Anna Ive replied to your DM now Apologies for how long youve waited for a response Thanks Nikki
2720,bAbiMeats Hey Abi can you pop over to DM and let me know if this is for a mortgagecredit card or loanoverdraft fxe2x80xa6 httpstcoNZCkYnCsEP
2721,bSoph_laalaa Hi Sophie sorry for the delayed reply You can keep up to date with the actions that were taking durxe2x80xa6 httpstcoAwwgeZWoKp
2722,blambbanana83 TravelodgeUK Hi there so sorry for the delay in replying If you check this link for more helpxe2x80xa6 httpstcoo7gSFSWE8y
2723,bcardrome Im very sorry Danny we cannot arrange a call back from this channel Can you pop over to DM and give usxe2x80xa6 httpstcoIcBDgLOoWc
2724,bsallydipdogpsy Ill reply to your DM now Sally Thanks Nikki
2725,bneerioart Hi Neeraj so sorry for the delay in replying Ive just replied to your DM Thanks Nikki
2726,bAshlieAllen Hi Ashlie can you DM me so we can find out more there Thanks Nikki httpstcomPqb4etrYV
2727,bAmberksteph Hi Amber it is just fees that have been stopped currently This will impact your 0 offer but shouldxe2x80xa6 httpstcoFGdfS25dQz
2728,bheidibex82 Hello Becky we wonxe2x80x99t be charging late payment or cash advance fees between 19 March and 17 June 2020 xe2x80x93xe2x80xa6 httpstco1UZqsEMbP5
2729,bMjduggieD Hey there Matt Im very sorry about this can you pop over to DM where we can chat further and we can gxe2x80xa6 httpstcombfT96N8TI
2730,bchris79anderson What management do you need to do Chris Feel free to DM if youd prefer Paul httpstcomPqb4etrYV
2731,bGreenGeordie9 Hi David were not currently able to offer payment breaks on our credit cards however were also cxe2x80xa6 httpstcohPGMerrKj7
2732,bchris79anderson We may need to reset the profile Chris but due to resourcing the team who can do this isnt availxe2x80xa6 httpstco99EwkMtajz
2733,bCraceSasha Hi Sasha thanks for your patience waiting for us to get back to you Im not sure I quite understandxe2x80xa6 httpstcouZm7A0SxDl
2734,btris2506 Hi Tris sorry for the delay in getting back to you weve had a huge number of messages over the past fexe2x80xa6 httpstcoDkncmfcq8Q
2735,bchris79anderson Hi Chris sorry youre having some trouble Lets see what we can do to help  can you double checxe2x80xa6 httpstcoRujpOiksBj
2736,bnickychurchill Hey Nicky really sorry for the delay in getting back to you weve had a huge number of messages cxe2x80xa6 httpstcoRNsFZQjA0m
2737,bytrnalpessimst Hello Joanna thank you for reaching out and I want to help If your account is fully closed then txe2x80xa6 httpstco0B51zxIAal
2738,bCocksy81 Hi Mark Im sorry you had issues when calling What were you calling about please Id like to help Jord
2739,bCocksy81 Im very sorry about this Mark we have been super busy could you pop over to DM and let me know what yoxe2x80xa6 httpstcoD1ar8e3uPa
2740,b_farad4y Hi James this isnt anything to worry about but just means we dont hold all the information we need toxe2x80xa6 httpstcomzUGVDDi3b
2741,bvalentinaiannec The texts are automated so this is why you would get this as normal but the phone lines are reallyxe2x80xa6 httpstconxwdcD0b74
2742,bvalentinaiannec I can certainly understand your frustration with this Valentina We are getting a very high levelxe2x80xa6 httpstcoyNSFVuB4yC
2743,bLorettahollie91 Hi Loretta Wexe2x80x99re experiencing a high volume of calls at the moment and therefore wait times arexe2x80xa6 httpstcohP44rtEoJR
2744,bBattyG I can appreciate your frustration with this As you can appreciate wexe2x80x99re receiving a high volume at the momxe2x80xa6 httpstcoJzjRbeOKsN
2745,bKAYJOHNE Hi Kay I am sorry to hear that your Barclaycard was stolen have you managed to cancel the card If notxe2x80xa6 httpstcoGJzElZ7rWL
2746,bjlc0732 We wouldnxe2x80x99t be able to access your account and would never suggest you provide specific account informatioxe2x80xa6 httpstco36G1xxxgvj
2747,bgenandjuiceeee Hi there sorry to hear about the wait times What did you need to ask and Ixe2x80x99ll do my best Kristos
2748,bRedControlled1 Hi there You can still apply for a card online Well send it in the post if youre successful  Andy
2749,bJim_RL Hi James wexe2x80x99ve put some thing in place for all customers to help out We wonxe2x80x99t charge late payment or casxe2x80xa6 httpstco99t1kuwqvo
2750,bTasbir52239692 Were looking at other ways to help customers Tasbir please keep an eye on our page for further upxe2x80xa6 httpstcopJIrcJ22dy
2751,bdankrieger Hi Daniel we deal specifically with Barclaycard in the UK but our friends AskBarclaysUS will be ablexe2x80xa6 httpstcoiG2f6eAilJ
2752,bJoSage14 Hey Jo Im so sorry for your long wait weve been so busy Did you manage to make the payment in the end Cody
2753,bflobaba1 So sorry that you feel that way Flo If youd like to tell me more about what shappened youre welcome txe2x80xa6 httpstcorKQe2SpQH5
2754,bjlc0732 Hi Jon Im really sorry What were you needing to do in your online account It may be best in the meantixe2x80xa6 httpstcoV4uId1jghi
2755,bdaz_75 It may be a faulty chip Daz Do you have the app If you do just request a damage replacement If youre noxe2x80xa6 httpstcoA1GriQvr3t
2756,bWe know things are uncertain at the moment We want to reassure you that you can still manage your Barclaycard justxe2x80xa6 httpstcoz8KVtWvNkq
2757,bkaylougrant86 Hi Kay there will be no late payment fees I would advise to make minimum payment if youre able toxe2x80xa6 httpstcoMWom4nuNy5
2758,bBattyG Hi Gavin Im so sorry Due to the current situation our call queues are longer than wed like but our advixe2x80xa6 httpstcoyXjAGdDmVP
2759,b_HaleJames_ Hi James so sorry for the delay Were here 247 just really really busy Ill reply now Thanks Nikki
2760,bracork Hey Racork thanks for waiting patiently Im so sorry for the time its taken to get back to you Did youxe2x80xa6 httpstcoUxX6MIxN8m
2761,brobhair Hi Robert so sorry to hear how youre impacted by this Can I ask is it a US Barclaycard you have If soxe2x80xa6 httpstcolFzcQn61eV
2762,bBennyNova HI Benedict Im sorry but were the UK team AskBarclaysUS may be able to look into that for you Theyxe2x80xa6 httpstcoxxTKlbrkzg
2763,bRG_Gilfrin Hi Ryan so sorry youre in this position Did you reply to the SMS Thanks Nikki
2764,bShortyspace Sorry did I forget to send you a link Here just click here  Thanks Nikki httpstcomPqb4etrYV
2765,bmarco_ferrero_ Hey Marco so sorry for the delay replying Can you DM me so I can provide you some more info Thanxe2x80xa6 httpstcozqvVU27ZHB
2766,brich25chelsea Hi Richard so sorry youve been unable to get in to your online account Did you manage to get this sorted Thanks Nikki
2767,bDMCshoes Hi Stuart Im so very sorry The Premier Team may have been unaware of how busy we are right now due toxe2x80xa6 httpstcom70D3EOP8i
2768,bEK71848142 Hi there its just the late fee being removed at the moment Should this change well update our pagexe2x80xa6 httpstco2qyIdseQ70
2769,blauren12___ Hi Lauren check this page for more information on how we may be able to help httpstcoO2v1FoFjWV Thanks Nikki
2770,bcoombem1978 BarclaysIB That is correct Matty Trying to keep things straight forward and easy  Thanks Nikki
2771,bcoombem1978 AL442454 It most certainly is Matty Thanks Nikki
2772,btraceywilks1 Hi Tracey so sorry that this has happened Can you DM me so we can continue a conversation there Thxe2x80xa6 httpstco8EUW8bULfB
2773,beleanorgraceful You would need to call and speak to the team to raise it in that case Ellie The number for Disputxe2x80xa6 httpstcoCOU7TzYAU5
2774,bmaria_tvlns Hi Maria Im so sorry that youve been unable to get through and the wait for me to reply Do you wanxe2x80xa6 httpstco8TeV4i7Bkd
2775,bRT UKFtweets The spending limit on contactless payments is to be increased from xc2xa330 to xc2xa345 from 1 April 2020 Find out more about it on oxe2x80xa6
2776,btanya_nyenwa Hey Tanya Ill be replying to your message now So sorry for the delay Thanks Nikki
2777,bHJD567  Wow Helen You deserve a medal ceiling painting is not my forte Thanks for your patience I hope itsxe2x80xa6 httpstcoZD5U5F3FXF
2778,bandybutler1984 No itd sit on your account waiting for you Andy so dont worry We wont give it back to them xe2x80xa6 httpstcomNdmtdAWz6
2779,bandybutler1984 Hey Andy So sorry for the delay Once you can see the credit has hit your account if you do stillxe2x80xa6 httpstcor2i1AtTtYG
2780,bShortyspace Hi Thom its not something we can help with here Im afraid If youd like to DM me more info about wxe2x80xa6 httpstcoawgjsrZsj7
2781,bKee_Mill Hi Kee so sorry youre having problems getting through Come over to DM and Ill see if I can find you some help Thanks Nikki
2782,bTetlowInfo Im so sorry Andrea Youd be best to call directly if the Direct Call option isnt working for you Thxe2x80xa6 httpstcojpla9LYbpl
2783,bJennaHacking_ Hi Jenna thanks for your patience waiting for a reply Oh no how did you apply for this Sarah
2784,biand567 So sorry Iain Weve been rather busy Ill reply now Thanks Nikki
2785,bRachelLouField Hi Rachel Our advisors are working as hard as they can to answer your calls So sorry for the delaxe2x80xa6 httpstco4CgYH6gK3Z
2786,bfarrylbuchman Hi there sorry but were the UK team AskBarclaysUS are available Monday to Friday 9am to 5pm ESTxe2x80xa6 httpstcojZINKVENbR
2787,bgriffange022 Yes Ange when youre in credit it shows as a minus Confusing I know but once things calm down our qxe2x80xa6 httpstcoQbyisQEibR
2788,bTetlowInfo Hi Andrea Im so sorry youve not had a response If youre not able to view your PIN in the app or onxe2x80xa6 httpstcoTVb3JiLEGi
2789,bTheMusicalMumma CarolineHirons I would recommend calling that number as theyre a specialist team and can give yoxe2x80xa6 httpstcoIriMS0BlZ7
2790,bdiggywood You can log in online and query the transaction Daniel It may require a form if you do that and itd bexe2x80xa6 httpstcoc5QhuQFKIJ
2791,bShowbizMarc Im afraid not Marc If you do have online access you can send a secure message to the team to see howxe2x80xa6 httpstcoB5hHSHVVnf
2792,bRT BarclaysUK Are your children up for a challenge Our Digitaleagles Code Playground team have a coding project for them to solve Havexe2x80xa6
2793,bWestyinYork If you just make a minimum payment any remaining balance would be subject to your standard interest rate Alex Paul
2794,bdruid_cat Hi Cat we are still open but we have quite a long wait time due to a lot of people needing our supportxe2x80xa6 httpstcoYH3LD5JHAg
2795,bKerbyEmily I am sorry to hear this can you pop over to DM and let me know a little more about what they have advixe2x80xa6 httpstco4lHSHSCA9e
2796,balexg017 Everything is working as it should be regarding our website You can actually check on the status herexe2x80xa6 httpstcomRRrbLAgt5
2797,bG9_ORM Hi Greg The best thing to do is take a look at our website which is crammed with info and options to starxe2x80xa6 httpstco6o5z663HSX
2798,bTasbir52239692 If you think you could be financially impacted by Covid19 call us on 0800 046 8324 to find out hoxe2x80xa6 httpstcoib6hbIkuaS
2799,bTasbir52239692 Hello Tasbir we wonxe2x80x99t be charging you late payment or cash advance fees between 19 March and 17 Juxe2x80xa6 httpstcoQ9yKVdBR5l
2800,bAshleyG2790 So sorry youre struggling to get through Ashley If you DM me more info about what you were calling fxe2x80xa6 httpstcoPtbw8cVaqF
2801,beleanorgraceful If you scroll to the bottom of the page you can print off a dispute form and post it to use if youxe2x80xa6 httpstcoXzcQz55vKU
2802,bvalentinaiannec Hi Valentina Im so sorry youve not been able to speak to someone so far If you check this linkxe2x80xa6 httpstcoC5axf28kc1
2803,bbenmac89 Hey Ben Ill reply to your DM shortly Thanks Nikki
2804,bInfelixuk Hi there so sorry to hear how this is affecting you Id recommend checking this page and reaching outxe2x80xa6 httpstcoCgkHXinvrt
2805,bPaulaDLive 22 I appreciate the wait times are longer than normal but we are working as hard as we can to providexe2x80xa6 httpstco64WHF056yp
2806,bPaulaDLive Hi there if youve had a DD go out after making a payment this is likely due to the request already bexe2x80xa6 httpstcowCquyemnYj
2807,bHJD567 Wouldnt that be lovely Helen If youd like to DM me details of why you were calling to see if its somethxe2x80xa6 httpstcojUGwAibZZm
2808,bIzzaliz We have stopped those fees for 3 months Isabel Thanks Nikki
2809,bdaesimps Hi Dae if you can check this link and then let me know at which stage this fails for you in a DMxe2x80xa6 httpstcoKJKoI19kLy
2810,bTetlowInfo Hi Andrea if youve got access to the app or website you may be able to view your PIN that way Thanks Nikki
2811,bShowbizMarc Hi Marc you can get in touch with us to get that sent back to your bank for you Keep an eye on yourxe2x80xa6 httpstcofYLeAB6pZi
2812,bNicolasouth Hi Nicola if youd like to keep a check on the latest updates on this please check this link regularlxe2x80xa6 httpstcoReemP3pMOo
2813,bTheMusicalMumma CarolineHirons Hi Hayley so sorry that you havent had the help you currently require Have youxe2x80xa6 httpstco9KmZB3C6Mn
2814,bclaredenn Hi Clare due to the current situation we are receiving high volumes of calls If youd like to tell mexe2x80xa6 httpstcoJiJEDWoToQ
2815,bshauntdavis Hi Shaun very sorry you were cut off Were receiving high volumes of calls today If you can come ovxe2x80xa6 httpstcoR0i3h3ovXm
2816,bFurbz_85 Hi Adam so pleased you got this sorted If you wouldnt mind sending me a DM Id love to give Jess a shoxe2x80xa6 httpstcoBGO5E7WYB3
2817,bWestyinYork Hi Alex if its at all possible I would recommend paying minimum payment and if this is going to be axe2x80xa6 httpstcoNFuSTtIIJ0
2818,biand567 Hi Iain if you can pop over to DM well continue our chat there if thats okay Thanks Nikki httpstcomPqb4etrYV
2819,bblackrat999 Hey Richard if you can DM me Ill provide more info there Thanks Nikki
2820,bJamesSharp87 Hey James if you DM me your query Ill see how I can help Thanks Nikki httpstcomPqb4etrYV
2821,bandywright75 VisaUK MastercardUK Hi Andrew we will update any changes in relation to Covid 19 on the followingxe2x80xa6 httpstcoK4qqobTGl3
2822,biotpe91 Hi there were Barclaycard UK so for any queries in relation to a German account please get in touch usinxe2x80xa6 httpstcoGnj6rKYebj
2823,bpmartpants It will Paul if this is a concern Id recommend checking this page and calling the team if you need toxe2x80xa6 httpstcoKJp1lvRZnR
2824,bplackatini Hi Steve if you pop over to DM and let me know what you were needing to do Ill see if its anything Ixe2x80xa6 httpstcowQRoUtu3v3
2825,bglampincornwall Hi there if your query is in relation to BcardBusiness the team are available Monday to Friday 9xe2x80xa6 httpstcoaVOjKCqYW6
2826,balexg017 Hi Alex Im afraid wed not be able to help with that It may be that youre already registered Have yoxe2x80xa6 httpstcoM9W5OpWoAH
2827,bSHELMERS76 Due to the current situation the team are busier than normal Paul So sorry this has impacted you Illxe2x80xa6 httpstconOgPGsyCHC
2828,beleanorgraceful Hi Ellie sorry youre not able to do this If you go to httpstcoO2v1FoFjWV and scroll down txe2x80xa6 httpstco807zDct3Za
2829,bnehalivazirani Hi there if youd like to come over to DM with some more information that would be greatThanks Nikki
2830,bmoonster8 Were all doing our best in the circumstances  Keep safe Stephen Thanks Nikki
2831,bgriffange022 Hi Ange when the refund appears you are able to call us if youre a full payer for us to return thatxe2x80xa6 httpstcooVvk0vSwPE
2832,bNicolasouth The fees have been waived but if you miss a payment this will be shown so we recommend that while wexe2x80xa6 httpstco0bfwWchI2o
2833,bHammersleyLewis So sorry about that If you had a query in relation to your Barclaycard account then feel free toxe2x80xa6 httpstcovorMHwrbVV
2834,bLoynn With disputes on your credit card Im very limited on what I can advise s these are very regulated you canxe2x80xa6 httpstcoqRzdQjmlrx
2835,bSamuel_Mack10 I see thanks for letting me know If your trip is cancelled then the airlinecompany should look toxe2x80xa6 httpstcoAyg76FBBpA
2836,bdiodonohue Hi Diane at the moment were still looking into how we can support our customers during this time Wexe2x80xa6 httpstcopQmiUISHtw
2837,bLoynn Alternatively you can fill in this form httpstcopUfQnUDMKB and send it in post to us Ramona 22
2838,bLoynn If you cant connect to the team you can raise the dispute yourself by going online atxe2x80xa6 httpstcoeZLKbN6HgR
2839,bDominics_wife We would need to speak to you securely to unblock the card Did you manage to get connected to the team now Ramona 22
2840,bDominics_wife Hello Jo Im sorry for the delay in reply and I want to help Our lines are extremely busy at the mxe2x80xa6 httpstcoKq2HpDuyNn
2841,bbrownbynature_ If you think you could be financially impacted by Covid19 call us on 0800 046 8324 to find out hoxe2x80xa6 httpstcoDsKyInPMJZ
2842,bbrownbynature_ Hello there we wonxe2x80x99t be charging you late payment or cash advance fees between 19 March and 17 Junxe2x80xa6 httpstcohQzFNDrVCz
2843,bmoonster8 Hi Stephen Im pleased to hear this I hope you and your family are ok  nnIf you need anything you knxe2x80xa6 httpstcofoAttNtDHz
2844,bgodfrey_j Okay that should be fine to dispute I know the team are really busy due to ongoing situation but thexe2x80xa6 httpstcosfMokjHGeh
2845,bNicolasouth If you think you could be financially impacted by Covid19 call us on 0800 046 8324 to find out how wxe2x80xa6 httpstco0adlAhBjeQ
2846,bNicolasouth Hello Nicola we wonxe2x80x99t be charging you late payment or cash advance fees between 19 March and 17 Junexe2x80xa6 httpstcovcc4b6txbv
2847,bnataliephysiouk Can you DM me and let me know what you need help with personally please Ill point you in the rigxe2x80xa6 httpstcof9I08ZY1Vx
2848,bLoynn You can try and raise a dispute with us about the flight but it will depend on the conditions of the bookingxe2x80xa6 httpstcoyRk7au60Kp
2849,bLoynn Hello Tom Im sorry for the wait there is the flight cancelled with the company at the moment or are they still operating it 12
2850,bJackiOssassin Good morning sorry for the delay in getting back to you Can you please let me know what your queryxe2x80xa6 httpstcoVpsw8ESWCq
2851,bbgibson85 The team is experiencing a higher level of calls due to the pandemic situation at the moment but you canxe2x80xa6 httpstcoRxraO0Degi
2852,bbgibson85 Hello Ben Im sorry to see youre having issues connecting to us We are an unsecure channel here so wexe2x80xa6 httpstcoK034S92apX
2853,bSamuel_Mack10 Have you had confirmation from the airlinetravel agent that the trip is cancelled If so you justxe2x80xa6 httpstcomjmOuqYNni
2854,bmrk_1981 Hi M we understand that a lot of people will be using their card to get through this tricky period we wxe2x80xa6 httpstcozmYLjgOlOL
2855,bMaureenRochdale Wexe2x80x99re doing all we can to serve our customers during these challenging timesnnWexe2x80x99re following govxe2x80xa6 httpstcokmBlV3jV5s
2856,bMaureenRochdale Hi Maureen I understand your concerns about the safety of our colleagues so please let me try toxe2x80xa6 httpstcovejw01SRDd
2857,bKerbyEmily Hi Emily If you have received confirmation from the airline or travel agent that the holiday has cancexe2x80xa6 httpstcoMQfWIQUsDU
2858,bgiven2fly Hi Jeff you have reached Barclaycard UK here and your query and location appear to be related to Barclaxe2x80xa6 httpstcotJN9Ba20Pr
2859,bNBrewerton Hi Norman we wonxe2x80x99t be charging you late payment or cash advance fees for 3 months wexe2x80x99ll take care ofxe2x80xa6 httpstcokTQOUGhWXl
2860,bFor support on managing your card and other ways to carry out your banking during this time please visitxe2x80xa6 httpstcoKv4yuOv7oR
2861,bpidpoid If you want to drop me a DM I can explain how were helping at the moment Andy httpstcomPqb4etrYV
2862,bnataliephysiouk Please look here for Barclaycard updates httpstcoiWvLWd93AS and here for money worry updatesxe2x80xa6 httpstcolFUnbu27dq
2863,bnataliephysiouk Hi Natalie I certainly understand your concerns I can assure you that we are constantly assessinxe2x80xa6 httpstcofEoRxji8SP
2864,bHammersleyLewis Apologies if there was anything I could do I certainly would Thanks Dean
2865,btaramistry I am sorry about this Tara if the transaction has not been showing our end it could be an issue with txe2x80xa6 httpstcoZsGlyKIwJc
2866,bWhyjay99 Hi Yvonne apologies were extremely busy at the moment He can raise this online if he is able to loginxe2x80xa6 httpstcoM3acQZYuPQ
2867,bSamuel_Mack10 Cover for what Samuel Is there a transaction you wish to dispute Thanks Dean
2868,bLaoluOfficial Hi I am very sorry about this as youd expect we are extremely busy at the moment and are trying ouxe2x80xa6 httpstcoghhhNfrsmO
2869,bLj55358440 Please accept my apologies Lj this is certainly not what we would expect Did you raise this with supervisor Thanks Dean
2870,bWeightLoss_HC Hey this should now be up and running Did you managed to complete the payment Thanks Dean
2871,bstuartjsmith Hello Stuart all disputes raised will be worked in order and there will be a bit of a backlog so itxe2x80xa6 httpstcoJskfc6ZdQC
2872,bEmilMcm BorisJohnson Hi Emil I understand that you are concerned about our safety and I want to assure you it isxe2x80xa6 httpstcozkFrkD20vL
2873,bjoesteph Hello there Im sorry to see you are still on hold to us and havent managed to speak to someone We doxe2x80xa6 httpstcouytKjlfY1M
2874,bLim03B bookingcom Hey there thank you for reaching out to us about this  sure we can set up a dispute for thisxe2x80xa6 httpstco1xoxZj4tRD
2875,balisonthursby Hi Alison wexe2x80x99ve put some things in place for all customers to help out Heres the information onxe2x80xa6 httpstcoBukAZoRsJB
2876,bKevinSt41766814 Its a difficult time at the moment Kevin and I totally understand your concerns  The best thingxe2x80xa6 httpstcoowvkF6HTrz
2877,bHammersleyLewis Im so sorry that shouldnt have happened If youre on the phone to the team now then theyll bexe2x80xa6 httpstcob1tJmFBpzE
